sr_no,restaurant_name,restaurant_url,menu_type,section,name,description,price
29,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"SANCERRE, DOMAINE RAFFAITIN-PLANCHON","(LOIRE VALLEY, FRANCE)",$16
30,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"RIESLING, SILVER THREAD","(FINGER LAKES, NEW YORK)",$16
31,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"CHARDONNAY, MACON VILLAGES, FAMILLE VINCENT","(BURGUNDY, FRANCE)",$19
32,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"CHARDONNAY, LINDQUIST","(SANTA MARIA VALLEY, CaliforNIA)",$16
33,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"CHARDONNAY, SONOMA CUTRER, RUSSIAN RIVER VALLEY","(NAPA VALLEY, CALIFORNIA)",$16
34,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"ROSÉ, CHATEAU D'ESCLANS, THE BEACH, WHISPERING ANGEL ROSÈ","(PROVENCE, FRANCE)",$16
35,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"PINOT NOIR, ENVOY TWO MESSENGERS","(SANTA BARBARA COUNTY, CALIFORNIA)",$16
36,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"TEMPRANILLO, PIRATAS DEL EBRO, “CHATXO”","(RIOJA, ALAVESA, SPAIN)",$16
37,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"MONTEPULCIANO D'ABRUZZO, BARONE CORNACCHIA “VIGNA LE COSTE”","(ABRUZZO, ITALY)",$16
38,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"CHIANTI CLASSICO, TERRAROSA FATTORIE MELINI","(TUSCANY, ITALY)",$17
39,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"MALBEC, CLOS LA COUTALE","(CAHORS, FRANCE)",$16
40,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"MERLOT, DUCKHORN VINEYARDS","(NAPA VALLEY, CALIFORNIA)",$25
41,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"BORDEAUX, C7, CLOS DE LOS SIETE","(MENDOZA, ARGENTINA)",$16
42,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"CABERNET SAUVIGNON, CENTERED","(NAPA VALLEY, CALIFORNIA)",$18
43,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"CABERNET SAUVIGNON, CAYMUS","(NAPA VALLEY, CALIFORNIA)",$45
44,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,"CABERNET SAUVIGNON, MARTIS","(ALEXANDER VALLEY, SONOMA COUNTY)",$16
45,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,HOUSE-MADE SANGRIA- RED OR WHITE,,$16
46,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,15 CHURCH COCKTAIL,"ELDERLOWER LIQUEUR, POMEGRANATE
LIQUEUR, PROSECCO, POMEGRANATE
ARILS, CRUSHED ICE",$19
47,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,BURKE'S LEMONADE,"BELVEDERE, LEMON JUICE,
RASPBERRY SYRUP, TOPPED WITH
SELTZER",$19
48,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,BLOOD ORANGE MARGARITA,"LALO BLANCO, GIFFARD CURAÇAO, LIME
JUICE, BLOOD ORANGE PURÉE, SALT RIM",$19
49,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,CHAMPAGNE MOJITO,"EL DORADO 3YR WHITE RUM, FRESH
MINT, LIME JUICE, SIMPLE SYRUP,
TOPPED WITH PROSECCO",$19
50,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,15/10 OLD FASHIONED,"WIDOW JANE 10 YEAR BOURBON, GREEN
CHARTREUSE, DOLIN GENEPY, HONEY
SYRUP, HOUSE BITTERS, MINT",$20
51,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,NAKED & FAMOUS,"UNION MEZCAL, LIME JUICE, YELLOW
CHARTREUSE, APEROL",$19
52,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,SAZERAK,"BULLEIT RYE, ABSINTHE, DEMERARA
SUGAR, PEYCHAUDES BITTERS",$19
53,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,DON CORAJILLO,"DON JULIO REPOSADO, LIQUOR 43,
ESPRESSo",$19
54,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,STRAWBERRY FIELDS,"KETTLE ONE VODKA, FRESH
STRAWBERRY PUREE, APEROL, LEMON
JUICE, TRIPLE SEC, BASIL",$19
55,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,GREY HORSE,"GREY WHALE GIN, GREEN
CHARTREUSE, DOLIN GENEPY,
PINEAPPLE, SIMPLE, LIME JUICE",$19
56,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,WILEY COYOTE,"HENNESSEY, KALUA, COCO LOPEZ,
AMARETTO, BAILEYS, COLA SPRITZ",$19
57,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,VIRGIN MOJITO,"FRESH LIME, FRESH MINT, SIMPLE
SYRUP,SELTZER",$8
58,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,No VICE,"CRUSHED ICE, STRAWBERRY SYRUP, LIME,
CREAM OF COCONUT, MINT",$8
59,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,RASPBERRY LEMONADE,,$8
60,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,FEVER TREE GINGER BEER,,$8
61,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,FENTIMANS ROSE LEMONADE,,$8
62,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,SPRECHER ROOT BEER,,$8
63,15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,,HOUSE-MADE LIME SODA,,$8
64,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,CHOCOLATE LAYER CAKE FOR Two,"CHOCOLATE MASCARPONE MOUSSE,
CHOCOLATE BUTTERCREAM,
PEANUT BRITTLE HONEYCOMB CANDY",$25
65,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,VANILLA CUSTARD TRIFLE,"HONEY PHYLLO CAKE,
BISCOFF BROWN BUTTER CRUMBLE",$15
66,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,ZEPPOLES,"CINNAMON DUSTED RICOTTA
DOUGHNUTS, VANILLA CUSTARD &
SALTED CARAMEL SAUCE",$15
67,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,ITALIAN Butter CAKE,"FIOR DI LATTE GELATO, AMARENA
CHERRY, AMARETTI COOKIE",$15
68,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,IRISH COFFEE,"BRULÉED SUGAR CUBES,
JAMESON IRISH WHISKEY, FRESH
COFFEE, FRESH WHIPPED CREAM",$15
69,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,15 CHURCH ESPRESSO MARTINIS,"DARK:
FRESH ESPRESSO, VANILLA VODKA,
KAHLUA, GOSLING'S DARK RUM,
DEMERARA SIMPLE, ANGOSTURA
BITTERS
LIGHT:
FRESH ESPRESSO, VANILLA VODKA,
KAHLUA, BAILEY'S IRISH CREAM",$19
70,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,CHOCOLATE LAYER CAKE FOR Two,"CHOCOLATE MASCARPONE MOUSSE,
CHOCOLATE BUTTERCREAM,
PEANUT BRITTLE HONEYCOMB CANDY",$25
71,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,VANILLA CUSTARD TRIFLE,"HONEY PHYLLO CAKE,
BISCOFF BROWN BUTTER CRUMBLE",$15
72,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,ZEPPOLES,"CINNAMON DUSTED RICOTTA
DOUGHNUTS, VANILLA CUSTARD &
SALTED CARAMEL SAUCE",$15
73,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,ITALIAN Butter CAKE,"FIOR DI LATTE GELATO, AMARENA
CHERRY, AMARETTI COOKIE",$15
74,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,IRISH COFFEE,"BRULÉED SUGAR CUBES,
JAMESON IRISH WHISKEY, FRESH
COFFEE, FRESH WHIPPED CREAM",$15
75,15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,,15 CHURCH ESPRESSO MARTINIS,"DARK:
FRESH ESPRESSO, VANILLA VODKA,
KAHLUA, GOSLING'S DARK RUM,
DEMERARA SIMPLE, ANGOSTURA
BITTERS
LIGHT:
FRESH ESPRESSO, VANILLA VODKA,
KAHLUA, BAILEY'S IRISH CREAM",$19
76,30 Park,https://www.30parkcp.com/,Happy Hour,,SOUTHWEST ROLLS,,$8
77,30 Park,https://www.30parkcp.com/,Happy Hour,,SPINACH ARTICHOKE DIP,,$8
78,30 Park,https://www.30parkcp.com/,Happy Hour,,"NACHOS – CHOICE OF PULLED PORK, CHICKEN OR BEEF",,$11
79,30 Park,https://www.30parkcp.com/,Happy Hour,,FLATBREAD OF THE DAY,,$9
80,30 Park,https://www.30parkcp.com/,Happy Hour,,COCONUT SHRIMP,,$10
81,30 Park,https://www.30parkcp.com/,Happy Hour,,MOZZARELLA STICKS,,$7
82,30 Park,https://www.30parkcp.com/,Happy Hour,,SAUSAGE STUFFED MUSHROOMS W/ AIOLI,,$9
83,30 Park,https://www.30parkcp.com/,Happy Hour,,3 CHICKEN SALAD SLIDERS,,$9
84,30 Park,https://www.30parkcp.com/,Happy Hour,,"MEATBALLS, TOMATO SAUCE",,$9
85,30 Park,https://www.30parkcp.com/,Happy Hour,,"SARATOGA CHIPS, FRENCH ONION DIP",,$8
86,30 Park,https://www.30parkcp.com/,Happy Hour,,DOGFISH HEAD,Min IPA,$60
87,30 Park,https://www.30parkcp.com/,Happy Hour,,Well Cocktails,,$6
88,30 Park,https://www.30parkcp.com/,Happy Hour,,House Wines,,$5
89,30 Park,https://www.30parkcp.com/,Happy Hour,,Bottled Beer,,$4
90,30 Park,https://www.30parkcp.com/,Happy Hour,,Domestic Draft,,$5
91,30 Park,https://www.30parkcp.com/,Snacks,,TACO DEL DIA,,$7
92,30 Park,https://www.30parkcp.com/,Snacks,,Street Corn Chicken Taco,"Street Corn Filling, Grilled Chicken, Street Corn Topping, Cotija Cheese with Cilantro Lime Crema",
93,30 Park,https://www.30parkcp.com/,Snacks,,DAILY FLATBREAD,Ask Your Server for Today’s Delicious Flatbread Special,$10
94,30 Park,https://www.30parkcp.com/,Snacks,,CRAB CAKE,"Pan-Seared 4oz House Made Crab Cake, Corn Relish & Cajun Remoulade",$9
95,30 Park,https://www.30parkcp.com/,Snacks,,BEEF BACON JAM SKEWERS,"Grilled Beef Tenderloin Tips, Bourbon Bacon Jam, and Balsamic Glaze",$14
96,30 Park,https://www.30parkcp.com/,Soup & Salad,,SOUP OF THE DAY,,$5
97,30 Park,https://www.30parkcp.com/,Soup & Salad,,NEW ENGLAND CLAM CHOWDER,Creamy soup featuring claims & potatoes,$7
98,30 Park,https://www.30parkcp.com/,Soup & Salad,,GARDEN SALAD (GFV),"Spring Mixed Greens, Fresh Cut Vegetables, Choice of Dressing",$6 (small) | $10 (large)
99,30 Park,https://www.30parkcp.com/,Soup & Salad,,CAESAR SALAD*,"Chopped Romaine, House Croutons, Romano & Asiago, Caesar Dressing",$8 (small) | $13 (large)
100,30 Park,https://www.30parkcp.com/,Soup & Salad,,NUT & BERRY SALAD (GFV),"Strawberries, Blueberries, Walnuts, Crumbled Blue Cheese, Spring Mixed Greens, White Balsamic Dressing",$9 (small) | $16 (large)
101,30 Park,https://www.30parkcp.com/,Soup & Salad,,WEDGE SALAD (GF),"Iceberg Lettuce, Crispy Bacon, Diced Tomatoes, Diced Onions, Hard Boiled Egg, Bleu Cheese Crumbles, Bleu Cheese Dressing",$7 (small) | $14 (large)
102,30 Park,https://www.30parkcp.com/,Soup & Salad,,"+ Protein to Any Salad: Grilled Chicken, Salmon, or Steak",,$8
103,30 Park,https://www.30parkcp.com/,Appetizers,,STEAMED CLAMS*,"Sailor’s Dozen of Littlenecks, Steamed in White Wine, Butter & Garlic Topped with Bacon, Tomato, Scallions, Grilled Ciabatta Bread",$21
104,30 Park,https://www.30parkcp.com/,Appetizers,,CHICKEN WINGS,"Blue Cheese, Celery & Carrot Sticks Served Naked or Tossed in Your Choice of Hot Medium, Mild, Garlic Parmesan, Honey Chipotle, Honey BBQ, BBQ Dry Rub, or Lemon Pepper",$17
105,30 Park,https://www.30parkcp.com/,Appetizers,,CALAMARI,Fried Calamari with Your Choice of Marinara or Sweet Thai Chili Sauce,
106,30 Park,https://www.30parkcp.com/,Appetizers,,BUFFALO CHICKEN DIP,"Cream Cheese, Chicken Breast, Franks Red Hot Sauce, Fresh Tortilla Chips",$13
107,30 Park,https://www.30parkcp.com/,Appetizers,,SPINACH ARTICHOKE DIP (V),"Spinach, Artichoke Hearts, Feta, Asiago, Fresh Tortilla Chips",$12
108,30 Park,https://www.30parkcp.com/,Appetizers,,MEATBALLS & SAUCE,5 Beef and Pork Meatballs topped with Red Sauce Served in a Cast Iron Skillet,$13
109,30 Park,https://www.30parkcp.com/,Appetizers,,GRILLED VEGETABLE QUESADILLA (V),"Cheddar Jack Cheese, Grilled Pepper and Onions, served w/ Sour Cream Salsa + Grilled Chicken, Cream Steak, BBQ Pork or Garlic Braised Beef  8",$12
110,30 Park,https://www.30parkcp.com/,Handful,,PULLED BBQ PORK SANDWICH*,"Crispy Onions, Coleslaw, Toasted Brioche Bun",$16
111,30 Park,https://www.30parkcp.com/,Handful,,CRISPY CHICKEN SANDWICH*,"Coleslaw, Mayo, Toasted Brioche Bun",$16
112,30 Park,https://www.30parkcp.com/,Handful,,CAPRESE PANINI (V),"Garlic Basil Pesto Spread, Fresh Sliced Tomato, Mozzarella Cheese, Grilled Multigrain Bread",$16
113,30 Park,https://www.30parkcp.com/,Handful,,BLT WRAP,"Applewood Bacon, Romaine, Tomato, Avocado, Mayo, Jalapeño Cheddar Tortilla",$15
114,30 Park,https://www.30parkcp.com/,Handful,,THE BURGER*,"8oz Certified Angus, Lettuce, Tomato, Onion, 30 Park Sauce, Toasted Brioche Bun",$18
115,30 Park,https://www.30parkcp.com/,Handful,,OLD BAY BURGER,"8oz Jumbo Lump Crab Burger, Lettuce, Tomato, Onion, Cajun Remoulade, Corn Relish, Toasted Brioche Bun",$21
116,30 Park,https://www.30parkcp.com/,Handful,,LOBSTER ROLL,Lobster Served warm with Butter and Lemon on a Toasted New England Style Roll,$29
117,30 Park,https://www.30parkcp.com/,Handful,,ROSEMARY TURKEY,"Carved Turkey Breast, Greenleaf Lettuce, Tomato, Onion, Mayo & Grilled Rosemary Schiacciata",$17
118,30 Park,https://www.30parkcp.com/,Handful,,THE PARK DIP,"House Braised Chuck Roast, Caramelized Onion, Cheddar Cheese, Toasted Rosemary Schiacciata, Rosemary Demi-Glace, Served with au jus",$18
119,30 Park,https://www.30parkcp.com/,Handful,,THE REUBEN,"Beer-Braised House Made Corned Beef, Sauerkraut, Thousand Island, Swiss Cheese, Grilled Marble Rye                                                                             -Turkey Reubens Available-",$17
120,30 Park,https://www.30parkcp.com/,Handful,,CRANBERRY CHICKEN SALAD WRAP,"Chopped Romaine, Sliced Granny Smith, Balsamic Reduction, Herb Tortilla",$16
121,30 Park,https://www.30parkcp.com/,Handful,,"ALL SANDWICHES ARE SERVED WITH CHOICE OF SIDE FRIES, SWEET POTATO FRIES, ONION RINGS (+$4)",,
122,30 Park,https://www.30parkcp.com/,Handful,,"GARDEN SALAD, CEASAR SALAD (+$2)",,
123,30 Park,https://www.30parkcp.com/,Knife & Fork,,GRILLED LEMON SALMON (GF),"8oz Canadian Filet, Steamed Rice, Asparagus, Lemon Garlic Dill Sauce",$31
124,30 Park,https://www.30parkcp.com/,Knife & Fork,,BRAISED BONELESS BEEF SHORT RIB (GF),"Mashed Potato, Broccolini, Rosemary Demi Glaze & Hotel Butter",$39
125,30 Park,https://www.30parkcp.com/,Knife & Fork,,MAC & CHEESE,"Elbow Macaroni, Cheddar Cream Sauce, Crispy Fried Onions             + Buffalo Chicken, BBQ Pulled Pork, or Garlic Braised Beef 8",$20
126,30 Park,https://www.30parkcp.com/,Knife & Fork,,CHICKEN PARMESAN,"Breaded Chicken, Red Sauce, Mozzarella Cheese over Fettuccini",$24
127,30 Park,https://www.30parkcp.com/,Knife & Fork,,DIAMOND-CUT RIBEYE (GF),"16oz Certified Angus Prime Steak, Mashed Potato, Broccolini",$40
128,30 Park,https://www.30parkcp.com/,Knife & Fork,,PASTA YOUR WAY,,$20
129,30 Park,https://www.30parkcp.com/,Knife & Fork,,Choice of Protein:,"Grilled Chicken, Salmon, Steak, or Garlic Braised Beef (8)",
130,30 Park,https://www.30parkcp.com/,Knife & Fork,,30 PARK FUSION BOWL,"White Rice, Mango, Black Beans, Fresh Avocado, Cilantro, Spicy Chipotle Cream Sauce. + Grilled Chicken, Steak, Salmon (8), Shrimp (12)",$28
131,30 Park,https://www.30parkcp.com/,Knife & Fork,,CHEF’S CATCH SEAFOOD SPECIAL MP,Available Thursday – Saturday,
132,30 Park,https://www.30parkcp.com/,Knife & Fork,,CHOICE OF SAUCE:,"Alfredo, Lemon Wine, Marinara, Chipotle Cream Sauce, or Bolognese (+6)",
133,30 Park,https://www.30parkcp.com/,Drinks,,KONA,,
134,30 Park,https://www.30parkcp.com/,Drinks,,YUENGLING,,
135,30 Park,https://www.30parkcp.com/,Drinks,,SAM ADAMS (SEASONAL),,
136,30 Park,https://www.30parkcp.com/,Drinks,,STELLA ARTOIS,,
137,30 Park,https://www.30parkcp.com/,Drinks,,LABATT BLUE LIGHT,,
138,30 Park,https://www.30parkcp.com/,Drinks,,BLUE MOON,,
139,30 Park,https://www.30parkcp.com/,Drinks,,COORS LIGHT,,
140,30 Park,https://www.30parkcp.com/,Drinks,,PERONI,,
141,30 Park,https://www.30parkcp.com/,Drinks,,FIDDLEHEAD,,
142,30 Park,https://www.30parkcp.com/,Drinks,,MILLER LITE,,
143,30 Park,https://www.30parkcp.com/,Drinks,,GUINNESS,,
144,30 Park,https://www.30parkcp.com/,Drinks,,DOGFISH HEAD 60MIN IPA,,
145,30 Park,https://www.30parkcp.com/,Drinks,,BUD LIGHT,,
146,30 Park,https://www.30parkcp.com/,Drinks,,CORONA EXTRA,,
147,30 Park,https://www.30parkcp.com/,Drinks,,HEINEKEN,,
148,30 Park,https://www.30parkcp.com/,Drinks,,HEINEKEN ZERO,,
149,30 Park,https://www.30parkcp.com/,Drinks,,MICHELOB ULTRA,,
150,30 Park,https://www.30parkcp.com/,Drinks,,MILLER LIGHT,,
151,30 Park,https://www.30parkcp.com/,Drinks,,MODELO,,
152,30 Park,https://www.30parkcp.com/,Drinks,,WHITE CLAW (VARIETY),,
153,30 Park,https://www.30parkcp.com/,Drinks,,HIGH NOON (VARIETY),,
154,30 Park,https://www.30parkcp.com/,Drinks,,SURFSIDE (VARIETY),,
155,30 Park,https://www.30parkcp.com/,Drinks,,RAZZLE DAZZLE,"Limoncello, Raspberry Puree, Prosecco, and Lemonade",$11
156,30 Park,https://www.30parkcp.com/,Drinks,,Gracie Kiss,"Raspberry Vodka, Chambord, Cointreau, Lime Juice",$13
157,30 Park,https://www.30parkcp.com/,Drinks,,Yankee Old Fashioned,"Yankee Bourbon, Bitters, Sweet Vermouth, Orange Peel, Luxardo Cherry",$12
158,30 Park,https://www.30parkcp.com/,Drinks,,Classic Margarita,"Tequila, Orange Liqueur, Simple Syrup, Lime Juice. Flavor Options: Strawberry, Raspberry, Mango, Peach and Blueberry",$11
159,30 Park,https://www.30parkcp.com/,Drinks,,No Booze Blueberry Lemonade,"Lemonade, Blueberry Syrup, Simple Syrup, Club Soda",$6
160,30 Park,https://www.30parkcp.com/,Drinks,,PINOT NOIR,"Intercept (Santa Barbara, CA)",$$12 (glass) (small) | $$46 (bottle) (large)
161,30 Park,https://www.30parkcp.com/,Drinks,,CABERNET SAUVIGNON JOSH CELLAR,,$12 (glass) | $38 (bottle)
162,30 Park,https://www.30parkcp.com/,Drinks,,CABERNET SAUVIGNON HIDDEN POST,,$10 (glass) | $46 (bottle)
163,30 Park,https://www.30parkcp.com/,Drinks,,MALBEC,"Piattelli Vineyards (Lujan de Cuyo, ARG)",$$10 (glass) (small) | $$34 (bottle) (large)
164,30 Park,https://www.30parkcp.com/,Drinks,,MERLOT,"Robert Hall (Central Coast, CA)",$$12 (glass) (small) | $$45 (bottle) (large)
165,30 Park,https://www.30parkcp.com/,Drinks,,RED BLEND,Vicolo Montepulciano D’abruzzo (Italy),$$9 (glass) (small) | $$35 (bottle) (large)
166,30 Park,https://www.30parkcp.com/,Drinks,,RED ZINFINDEL,"Millefiori (Puglia, Cantine Paolo Leo, Italy)",$$9 (glass) (small) | $$40 (bottle) (large)
167,30 Park,https://www.30parkcp.com/,Drinks,,CHARDONNAY KENDALL JACKSON,,$11 (glass) | $38 (bottle)
168,30 Park,https://www.30parkcp.com/,Drinks,,CHARDONNAY DAOU,,$9 (glass) | $35 (bottle)
169,30 Park,https://www.30parkcp.com/,Drinks,,SAUVIGNON BLANC MATUA,,$11 (glass) | $38 (bottle)
170,30 Park,https://www.30parkcp.com/,Drinks,,SAUVIGNON BLANC GREG NORMAN,,$9 (glass) | $30 (bottle)
171,30 Park,https://www.30parkcp.com/,Drinks,,RIESLING DRY,,$9 (glass) | $30 (bottle)
172,30 Park,https://www.30parkcp.com/,Drinks,,RIESLING SALMON RUN,,$11 (glass) | $40 (bottle)
173,30 Park,https://www.30parkcp.com/,Drinks,,ROSÈ KONSTANTIN FRANK DRY ROSE,,$10 (glass) | $30 (bottle)
174,30 Park,https://www.30parkcp.com/,Drinks,,PINOT GRIGIO ECCO DOMANI,,$9 (glass) | $30 (bottle)
