restaurant_name,restaurant_url,menu_name,menu_type,section,name,description,price
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE PINKS,"PLANETA, Rosé di Sicilia, Italy, Sicily, 2024","a delicate pink hue with aromas of hibiscus and rose petal..it is fresh and lively on the palate and has an unmistakable peachiness on the finish..crafted from sicily's signature nero d'avola and syrah, it pairs beautifully with slightly spicy calamari.",$45
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE PINKS,"MIRABEAU, ""PURE"", France, Provence, 2024","when we find ourselves daydreaming of warm summer evenings and our toes in the sand, this is the wine that we sip...a pale peach hue with aromatics of white raspberry and cherry blossoms, finishing dry and delish. (92WE)",$50
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE PINKS,"LA SPINETTA TOSCANA, II Rosé di Casanova, Italy, Tuscany, 2024","like a tuscan sunset, this perennial porch pounder is easy to adore..sangiovese based with notes of white cherries and blood orange notes..a streak of salinity keeps it fresh and fun.",$45
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"SELLA & MOSCA, Vermentino di Gallura, ""MONTEORO"", Italy, Sardinia, 2022","Fresh as a daisy and crisp as an ocean breeze on a summer's day...notes of bright citrus, white pepper and a salinity that speaks of its homeland sardinia, surrounded by the sea...a benchmark for the category...you will find it a delicious starter sipper or to pair with lighter fare and seafood.",$15/50
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"ABBAZIA DI NOVACELLA, Grüner Veltliner, Italy, Alto Adige, 2023","A rare gru-v from the alpine climes of northern italy...makes sense, really, as it is usually grown in austria and the alto adige region shares many climatic similarities...gruner veltliner finds itself very much at home with fall flavors...it is smooth and savory with typical notes of stone fruit, white pepper and nutmeg...it's GRU-V, baby...GRU-V. (93WA/90JS)",$15/50
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"AVIGNONESI, Toscana Bianco ""Da Di"" IGT, Italy, Tuscany, 2023","An homage to a few of the indigenous white varietals from tuscany...orpicchio, grechetto, trebbiano and vermentino join forces in this delicious golden hued white with notes of white peach, granny smith apple and citrus...a marked freshness on the palate and the finish. (94JS)",$60
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"PLANETA, Etna Bianco, Italy, Sicily, 2023","When you live this close to mt. etna, you NEED the perfect white to cool you off and here it is... dry and mineral-driven with notes of green apple, a touch of smoke and spice...it is the vinous example of how just a little drizzle of citrus can brighten up any dish (92WE)",$75
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"ELENA WALCH, Castel Ringberg Pinot Grigio, Italy, Alto Adige, 2023","Most pinot grigios are for drinking, not thinking...this is a more serious version...a nose full of minerals, wet stones, grilled herbs and citrus zest...medium bodied with a long, mineral tinged close...outstanding. (94JS/91WS)",$65
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"CANTINA DEL TABURNO, ""ERA"" Greco del Beneventano, Italy, Campania, 2022","Campania boasts some truly amazing examples of dry and minerally whites..this is one example...pure and focused with white peach, notes of lilacs in springtime and a bracing mineral quality that make it not only a refreshing quaff in its own right but also remarkable with seafood.",$50
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"ALTURIS, Friuli Colli Orientali Friulano, Italy, Friuli, 2024",Friulano is one of my absolute favorite white grapes from italy...it is a grape that expresses its terroir in spades...notes of anjou pear and honey roasted almonds...it has a great minerality and pairs well with many of our food offerings.,$50
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"ALOIS LAGEDER, Vigneti delle Dolomiti Pinot Bianco ""Versalto"", Italy, Alto Adige, 2022","Crisp aromas and flavors of ripe orchard fruits...crisp, minerally and refreshing, ending with a tingly acidity and a clean, light body...delish (92WA/91JS)",$70
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,THE WHITES,"VIETTI, Roero Arneis, Italy, Piedmont, 2024","One of my pets, arneis translates to ""little rascal"" in piemontese dialect..pale, straw yellow with notes of freshly cut flowers, lemon zest and hand melon...unoaked, dry and pretty as a picture..an excellent aperitif wine and pairs quite beautifully with vegetarian options, shrimp and burrata.",$65
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,RIESLING,"DR. KONSTANTIN FRANK, Riesling Semi Dry, New York, Finger Lakes, 2023",orange pith and lemon notes on the palate with a little touch of white raspberry and orange blossom...great acidity in this classic example of finger lakes riesling...dr. frank is a legend in the new york state wine industry.,$14/48
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SAUVIGNON BLANC & CHENIN BLANC,"DAOU, Sauvignon Blanc, California, Paso Robles, 2023","snappy and sunny...zippy and zesty, this bottle checks all the boxes for sauvie lovers...fresh lime zest, wet stone, grapefruit pith and notes of passionfruit...positively lip smacking. (92WE)",$50
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SAUVIGNON BLANC & CHENIN BLANC,"ROMBAUER, Sauvignon Blanc, California, Napa and Sonoma, 2023","absolutely fresh as a daisy..honeydew melon and passionfruit aromas abound as well...this is a wine at home with any shellfish, mollusk or freshwater fish preparation..this is the wine to sip with clams alla bianco, trust me. (92WS)",$60
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SAUVIGNON BLANC & CHENIN BLANC,"PAHLMEYER ""JAYSON"", Sauvignon Blanc, California, Napa Valley, 2023",tropical and stone fruits dance the tangy tango together...a refreshing squeeze of lemon zest and a dash of salinity makes this sauvie our new go-to summer white. (92WE),$80
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SAUVIGNON BLANC & CHENIN BLANC,"DUMOL, Chenin Blanc, California, Sonoma Coast, 2023","i am an unabashed chenin blanc fanatic and you would be hard pressed to find one as spectacular as this one outside of the loire valley...aromas of asian pear, acacia honey and mineral, followed by a bright nectarine palate and a zesty grapefruit tinged finish...VERY little of this bottle is produced but i managed to nab a few..you are WELCOME...IT'S A UNICORN WINE.",$120
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,PINOT GRIS,"ELK COVE, Pinot Gris, Oregon, Willamette Valley 2023","plump mouthfeel with orchard fruits, tangerine, asian pear and subtle notes of ginger on the palate...closes with peach and spice...how very delicious oregon pinot gris can be. (92WE/91WS)",$50
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"SONOMA-CUTRER, Chardonnay, Russian River Ranches, California, Sonoma, 2023",great balance between zesty and creamy....a ripe and buttery palate but with ample salinity and bright tropical and citrus fruits to hold everything in perfect harmony...a zingy beam of lemon curd on the finish.,$15/50
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"CROSSBARN BY PAUL HOBBS, Chardonnay, California, Sonoma Coast, 2023","a clean and refined cali chard with lifted aromas of freshly picked honey crisp apples, bosc pear and a hint of lemon zest...it is bright and silky on the palate with an elegant and ripe finish. (93JS/92WS)",$65
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"ROMBAUER, Chardonnay, California, Carneros, 2023","this chard has loads of pet nicknames but my favorite one is...cougar juice...indeed, i ordered a glass of this once in kentucky and heard the bartender yell, ""glass of cougar juice for table 1"" and it still cracks me up...all joking aside, this is a rich and ripe style of chard, offering notes of ripe peach, apple and baking spice...ample and plush mouthfeel and a long finish (92WE)",$75
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"RAMEY, Chardonnay, California, Russian River Valley, 2022","a rich and nuanced chard..opens with notes of apple and peach cobbler, david ramey is a chardonnay savant...cream and lemon curd..vibrant and balanced, ends with a flourish of vanilla, baking spices and cream. (95WE/94WS #10 on WS TOP 100 WINES)",$100
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"DUMOL, Chardonnay, ""Wester Reach"", Sonoma, Russian River Valley 2022","one of the most powerful chardonnays you will ever have the sheer pleasure of sipping..full of peach blossom, toasted nuts, marzipan, nectarines...medium in body with explosive length on the finish..a superstar chard..and one that will pair beautifully with seafood. (95WE/95JD/94JS)",$130
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"HARTFORD COURT, Chardonnay, ""Four Hearts Vineyard"", California, Russian River, 2021","classic russian river valley chardonnay..ripe pear, just slightly underripe peach skin, sugared grapefruit, notes of ginger spice and a whiff of honey..vibrant and juicy fruit on the finish..absolutely outstanding..love it. (94WA/93WE/94JD)",$100
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"FLOWERS, Chardonnay, California, Sonoma Coast, 2023",if you ever want to buy me a bouquet of flowers? make it the liquid kind! i am a BIG flowers fan and this bottle is beautiful..it's a stunningly pure and vibrant chardonnay that is kissed by the sea air and smacks of coastal citrus and granny smith apple..medium body with a texture like buttercream..flipping fabulous. (96JD/94JS/93WS/92VM/TOP 100 WINE SPECTATOR),$125
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"STAGLIN FAMILY VINEYARDS, Chardonnay, ""SALUS"", California, Napa Valley, 2022","complex, elegant and refined which can be rather rare for a warm climate chardonnay...if you've ever smelled honeysuckle, you will certainly note that aroma right out of the gate...a brightness on the palate continues to intrigue with notes of lemon verbena, grilled peach and a hint of baked brioche...a long finish with a lovely texture and gentle kick of acidity.",$165
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,CHARDONNAY,"SHAFER Vineyards, Chardonnay, Red Shoulder Ranch, California, Napa Valley, 2022","aromas of baked apple, hand melon and ripe pear..long and luscious finish, with notes of creme brûlée and pear compote..this bottle is like a ballerina, combining power and grace and beauty..a stunning chardonnay and long counted a favorite. (97WE/96JS/94WA)",$140
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SANGIOVESE,"CASTELLO DI BOSSI, Chianti Classico Riserva, ""BERARDO"", Italy, Tuscany, 2020/2021","CERTIFIED ORGANIC and an absolutely sublime riserva chianti...it is super sleek and expressive with notes of marasca cherry, blood orange, baking spice and hint of toasty vanilla...SUPERB! (97JS/92WA/90VM)",$85
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SANGIOVESE,"CASTELLO DI VERRAZZANO, Chianti Classico, Italy, Tuscany, 2021","certified organic and sustainable, castello di verrazzano has produced wine dating back to the etruscans..rich in flavors of blackberry and amarena cherry. (91JS/90WA)",$16/55
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SANGIOVESE,"CASTELLARE DI CASTELLINA, Chianti Classico, Toscana, 2023",purity of fruit and freshness on the palate...a laser beam of fresh sour cherry and forest fruit..a finish that lasts for minutes..a knockout in terms of quality for the price point (92VM/91JS),$35/half bottle
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SANGIOVESE,"TENUTA DI ARCENO, Chianti Classico Riserva, Italy, Tuscany, 2019","a rich and velvety texture with very expressive aromas of cedar, smoke and eucalyptus...flavors of bright red strawberry fruits and chocolate covered cherries...a long finish offering herbal notes and flamed orange zest...a beauty. (93WA/93JS/93JD/91WS)",$90
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SANGIOVESE,"LISINI, Brunello di Montalcino, Italy, Tuscany, 2020","an absolutely gorgeous brunello from the 2020 vintage...aromas and flavors of crushed stone, morello cherries and a whiff of perfumed violets...medium to full bodied with a seemingly endless finish...100% IN LOVE. (95DC/94WS/93+VM)",$140
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SANGIOVESE,"SIRO PACENTI, Brunello di Montalcino, Pelagrilli, Italy, Tuscany, 2020","a very concentrated expression of the sangiovese grape...aromas and flavors of poached and baked dark fruits with notes of grilled mediterranean herbs, a cavalcade of spices and a kiss of sweet smoke...full bodied, yet soft and luscious on the palate...outstanding. (96JS/94WA/94VM)",$145
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SANGIOVESE,"ALTESINO, Brunello di Montalcino, Italy, Tuscany, 2020","an absolute ROCK STAR brunello...a stunning bouquet, offering notes of strawberry, spice and rose potpourri...like a waltz, it is polished, smooth and refined...a long, long finish with a silk robe of tannins. (95WA/95JD/95JS/92VM)",$130
Taverna Novo,https://www.tavernanovo.com/,Wine and Beer Offerings,Wine and Beer,SANGIOVESE,"SAN GIORGIO, Brunello di Montalcino ""Ugolforte"", Italy, Tuscany, 2020","certified organic...full-bodied yet retains a freshness with a slightly citrusy component which dances with the spicy cinnamon stick and ripe cherry elements...fully ripe tannins on display with a generous mouthfeel and long, spice focused finish. (94JS/93WA/93VM)",$125
