restaurant_name,restaurant_url,menu_type,name,description,price
Bailey's Cafe,https://baileyscafe.com/,Menu,The Giggle,"Blood orange juice, lemon juice, and ginger beer",
Bailey's Cafe,https://baileyscafe.com/,Menu,Faux Fizz:,"Pineapple, cucumber, celery, kale, zinc and sprite",
Bailey's Cafe,https://baileyscafe.com/,Menu,Saranac Root Beer,Saranac Ginger Beer | Saranac Shirley Temple Lemonade | Unsweetened Iced Tea,
Bailey's Cafe,https://baileyscafe.com/,Menu,Coca Cola,Diet Coke | 7-up | Ginger Ale,
Bailey's Cafe,https://baileyscafe.com/,Menu,Cranberry Juice,Apple Juice | Orange Juice | Grapefruit Juice Pineapple Juice | 2% Milk | Chocolate Milk Assorted Polar Flavor Cans,
Bailey's Cafe,https://baileyscafe.com/,Menu,Michelob Ultra - 4.2%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Miller Light - 4.2%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Stella - 5.2%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Guinness Stout- 4.2%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Northway Perfect Day Pils - 4.9%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Modelo Especial - 4.4%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Kona Big Wave - 4.8%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Downeast Original Cider - 5.1%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Sloop Juice Bomb - 6.5%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Industrial Arts Wrench - 7.1%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Sam Adams Seasonal,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Labatt Blue Light - 4%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Blue Moon Belgium Wheat - 5.2%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Fiddlehead IPA - 6.2%,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Bud Light,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Budweiser,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Miller Lite,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Coors Light,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Labatt Blue Light,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Michelob Ultra,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Heineken Silver,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Corona Extra,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Corona Light,,
Bailey's Cafe,https://baileyscafe.com/,Menu,High Noon Sun Sips,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Surfside,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Common Roots Sour,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Nutrl,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Athletic Brewing Company N/A,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Guinness Zero,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Pacific Rim Sweet Riesling - Columbia Valley,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Brancott Estate Sauvignon Blanc - New Zealand,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Ecco Domani Pinot Grigio - Italy,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Kendall Jackson Chardonnay - California,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Mionetto Prosecco - Italy,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Josh Rosé - California,,
Bailey's Cafe,https://baileyscafe.com/,Menu,House Pinot Grigio,,
Bailey's Cafe,https://baileyscafe.com/,Menu,House Chardonnay,,
Bailey's Cafe,https://baileyscafe.com/,Menu,House Sauvignon Blanc,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Altos Del Plata Malbec - Argentina,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Josh Pinot Noir - Central Coast,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Rodney Strong Cabernet Sauvignon - California,,
Bailey's Cafe,https://baileyscafe.com/,Menu,Bogle Essential Red - California,,
Bailey's Cafe,https://baileyscafe.com/,Menu,House Merlot,,
Bailey's Cafe,https://baileyscafe.com/,Menu,House Cabernet,,
Bailey's Cafe,https://baileyscafe.com/,Menu,House Pinot Noir,,
