restaurant_name,restaurant_url,section,name,description,price
The Galway Local,https://www.thegalwaylocalny.com/,Drink Menu - HOT DRINKS,POT OF HERBAL TEA,"Choose from Bigelow Camomile, Lemon and Ginger, Mint or Green Tea",$3
The Galway Local,https://www.thegalwaylocalny.com/,Drink Menu - HOT DRINKS,HOT CHOCOLATE,We make ours posh with whipped cream and Nightingale’s Farm maple sugar Regular (8 oz) or Large (12 oz). Add-ons: +$8 | +$12,$3 / $5
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Sandwiches,CAPRESE,"Mozzarella, Fresh Basil and Tomato with Balsamic Glaze and Extra Virgin Olive Oil on a Ciabatta Roll",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Sandwiches,CHEESE TOASTIE,"Grilled White American on white bread, classic for a reason! Add tomato or ham +$1 | Add bacon +$2. Add-ons: +$1 | +$2",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Sandwiches,THE SPANIARD,Prosciutto and Tomato with Extra Virgin Olive Oil on a Ciabatta Roll,$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Sandwiches,THE PARISIEN,"Cherrywood Smoked Ham, Swiss Cheese, Lettuce and Tomato with Mayonnaise on a Ciabatta Roll",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Sandwiches,ALL AMERICAN,"Sliced Turkey Breast, White American Cheese, Lettuce and Tomato with Mayonnaise on a Sub Roll",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Sandwiches,YACHT WIFE,Our homemade Tuna Salad with Lettuce on our squidgy Sub Roll,$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Sandwiches,FARMHAND,Our homemade Egg Salad with Lettuce and Tomato on a Sub Roll,$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Specialty Sandwiches,FUHGEDDABOUDIT,"Our Italian Mix of Capicola, Smoked Ham, Prosciutto, Salami and Provolone with Lettuce, Tomato, Red Onion and Chopped Hot Peppers with a Balsamic Vinaigrette on our pillowy Ciabatta Roll",$12
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Specialty Sandwiches,TUNA MELT,"Our freshly made in-house, Tuna Salad and White American Cheese on our fabulously thick Rye Bread, Grilled",$12
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Specialty Sandwiches,BLT,"Our delicious and crispy Bacon with Lettuce, Tomato and Mayonnaise on White Toast",$12
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Specialty Sandwiches,THE VERMONTER,"Goats Cheese, Tomato, and Basil Pesto with a Maple Balsamic Vinaigrette on a Ciabatta Roll",$12
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Specialty Sandwiches,MOB WIFE,"Prosciutto, Mozzarella, Tomato, and Basil Pesto with Balsamic Glaze and Extra Virgin Olive Oil on a Ciabatta Roll",$12
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Mixed Salads,CAESAR,"Romaine Lettuce, Shaved Parmesan, our classic Caesar Dressing, and topped with a homemade Crouton Crumb",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Mixed Salads,“SPECIAL” SALAD,"Not your ordinary green salad - we jazz it up with Mixed Seeds and a homemade Crouton Crumb, and top with our Champagne Vinaigrette",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Mixed Salads,COBB,"Romaine Lettuce, Tomato, Red Onion, Blue Cheese Crumble, Bacon, Chicken and Hard Boiled Egg, served with a creamy Ranch Dressing",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Mixed Salads,THE WEDGE,"Iceberg Lettuce cut into a wedge, with Tomato, Red Onion, Blue Cheese Crumble, our delicious and crispy Bacon, and creamy Blue Cheese Dressing",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Mixed Salads,GET ME TO THE GREEK,"Romaine Lettuce, Tomato, Red Onion, Feta Cheese Crumble, Olives, and Cucumbers, served with our classic Vinaigrette",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Hot Plates,SMASH BURGER,"Our Classic made with Kilcoyne Farms’ fresh beef, served on your choice of bun or bread with lettuce, tomato, onion and pickles. Make it a double +$3. Add-ons: +$3",$9
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Hot Plates,SOUP OF THE DAY,Freshly made in-house and served with our Tuscan bread,$4 | $6
The Galway Local,https://www.thegalwaylocalny.com/,Lunch Menu - Hot Plates,“SUNDAY LUNCH”,"Classic family style comfort food, served Sundays and Mondays. Check our board or social media",$15
The Galway Local,https://www.thegalwaylocalny.com/,Dessert Menu - Soft Serve Ice Cream,Crumb Cake,,$3
The Galway Local,https://www.thegalwaylocalny.com/,Dessert Menu - Soft Serve Ice Cream,Smith’s Apple Cider Doughnut (only Thurs/Fri/Sat!),,$2
The Galway Local,https://www.thegalwaylocalny.com/,Dessert Menu - Soft Serve Ice Cream,Smith’s Pie (only Thurs/Fri/Sat!),,$4
