restaurant_name,restaurant_url,section,name,description,price
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,218Peay West Sonoma Coast Pinot Noir,"Sonoma, 2021, California",$105
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,206Rombauer Vineyards Santa Lucia Highlands Pinot Noir,"2021, California",$115
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,518DuMol Pinot Noir,"Wester Reach, RRV, 2020, California.",$155
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,215Brewer-Clifton Machado Pinot Noir,"Sta. Rita Hills, 2018, California",$165
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,209Sea Smoke “Ten” Pinot Noir,"Santa Rita Hills, 2021, California",$180
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,223Kosta Browne Pinot Noir,"Sonoma Coast, 2022, California",$185
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,207Carabella Pinot Noir,"Mistake Block, Chehalem Mtn., 2014, Oregon",$95
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,202Domaine Drouhin RoseRock Pinot Noir,"Eola Amity, Willamette, 2022, Or.",$99
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,314Archery Summit Pinot Noir,"Dundee Hills, 2022, Oregon",$110
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,317Abbott Claim Pinot Noir,"Yamhill-Carlton, 2019, Oregon",$145
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,424Forge Cellars Pinot Noir,"Classique, Seneca Lake, 2021, New York",$70
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,454Domaine des Marrans Morgon Corcelette,"2019, Beaujolais",$69
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,Loire,"2022, France",$75
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,453Domaine Jean Baptiste Boudier Aloxe-Corton Les Combes,"2019, Burgundy",$75
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,432“L’Aigle et La Chouette”,"Gamay, Marc Soyard, Beaujolais, 2022, France",$77
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,468Sang du Dragon Pinot Noir,"Alsace, 2022, France",$79
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,300Jaffelin Santenay,"1er Cru Les Gravieres, 2017, Burgundy",$85
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,208Domaine Marcel Lapierre Morgon,"Beaujolais, 2021, France",$89
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,448Olivier Leflaive Santenay,"Burgundy, 2020, France",$97
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,316Olivier Leflaive Volnay,"2018, Burgundy",$125
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,Morey-Saint-Denis,"2020, Burgundy",$259
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,302Domaine Faiveley Nuits Saint Georges,"Les Montroziers, 2021, Burgundy",$165
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,311Louis Jadot Grand Cru Clos Vougeot,"2019, Burgundy",$345
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,318Domaine Joliet Clos de la Perriere 1er Cru,"Fixin, 2019, Burgundy",$189
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,Les Beaux-Monts,"2018, Burgundy",$225
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,319Domaine Bertagna Vosne Romanee,"1er, Les Beaux Monts, 2019, Burgundy",$250
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,401Wieninger Pinot Noir,"Select, Vienna, 2017, Austria",$70
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Pinot Noir / Gamay,226Felton Road Bannockburn Pinot Noir,"Central Otago, 2020, New Zealand",$89
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,406Pecchenino Nebbiolo,"Botti Langhe, 2021, Piedmont",$75
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,466GD Vajra Barolo,"Albe, 2020, Piedmont",$80
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,425Bruno Giacosa Nebbiolo D’Alba,"DOCG, 2022, Piedmont",$90
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,501Podere Ruggeri Corsini Barolo,"Corsini Bussia, DOCG, 2018, Piedmont",$95
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,203La Spinona Secondine Barbaresco,"2016, Piedmont",$99
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,419Castello Di Neive Barbaresco,"Santa Stefano, DOCG, 2019, Piedmont",$99
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,517M. Marengo Barolo,"DOCG, 2018, Piedmont",$100
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,221Spinona Cru Bergera Pezzole Barolo,"2019, Piedmont",$105
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,461Fratelli Serio & Battista Borgogno Barolo,"Cannubi, 2019, Piedmont",$110
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,515Forte Masso Barolo,"Castelletto, 2015, Piedmont",$115
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,500Antichi Poderi dei Marchesi di Barolo. 2013,Piedmont,$125
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Nebbiolo,321Damilano Barolo,"Cannubi, 2018, Piedmont",$160
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Sangiovese / Sangiovese Blends,458Casanova di Neri “Irrosso,"” 2022, Tuscany",$59
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Sangiovese / Sangiovese Blends,520Badia a Coltibuono Chianti Classico DOCG,"Tuscany, 2021, Italy",$58
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Sangiovese / Sangiovese Blends,435Bibbiano Chianti Classico,"DOCG, 2021, Tuscany",$65
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Sangiovese / Sangiovese Blends,449Tolaini Al Passo,"Tuscany, 2021",$75
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Sangiovese / Sangiovese Blends,412Vigneti La Selvanella,"Chianti Classico Riserva, 2019, Tuscany",$80
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Sangiovese / Sangiovese Blends,306Altesino Brunello di Montalcino,"DOCG, Vendemmia, 2017, Tuscany",$130
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Sangiovese / Sangiovese Blends,439Poggio Antico Brunello di Montalcino,"DOCG, 2019, Tuscany",$169
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Sangiovese / Sangiovese Blends,301Antinori Tignanello,"2020, Tuscany",$295
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,415Boomtown,"by Dusted Valley, 2020, Washington",$59
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,407Valravn Cabernet Sauvignon,"Sonoma County, 2021, California",$73
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,418Vina Robles Limited Selection Cabernet Sauvignon,"Paso Robles, 2022, Ca.",$76
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,213Matias Cabernet Sauvignon,"Napa Valley, 2022, California",$77
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,470Whitehall Lane Tre Leoni Red Blend,"Napa Valley, 2018, California",$79
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,442Laely Cabernet Sauvignon,"Napa Valley, 2020, California",$82
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,417Hoopes Cabernet Sauvignon,"Napa Valley, 2019, California",$89
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,437Silver Ghost Cabernet Sauvignon,"Napa Valley, 2023, California",$99
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,511The Wonderland Project Cabernet Sauvignon,"Napa Valley, 2022, Ca.",$95
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,309Pine Ridge Vineyards Napa Valley Cabernet Sauvignon,"2022, California",$99
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,465Trefethen Oak Knoll District Cabernet Sauvignon,"Napa, 2021, California",$84
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,462Jordan Cabernet Sauvignon,"Alexander Valley, 2018, California",$130
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,214Turnbull Cabernet Sauvignon,"Napa Valley, 2021, California",$120
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,402Heitz Cabernet et Sauvignon,"Napa Valley, 2019, California",$135
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,204Cru Cabernet Sauvignon,"by Vineyard 29, Napa Valley, 2021, California",$125
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,450Shelter “The Butcher,"” Cabernet Sauvignon, by Robert Foley, 2017, Napa",$135
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,410Anakota Cabernet Sauvignon,"Knight’s Valley, Sonoma, 2021, California",$135
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,205Vina Robles Mtn. Road Reserve,"Paso Robles, 2021, California",$135
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,403Neal Family Vineyards Cabernet Sauvignon,"Napa Valley, 2021, California",$145
Wishing Well Restaurant,https://www.wishingwellrestaurant.com/,Cabernet Sauvignon / Cabernet Blends,Santa Cruz Mountains,"2019, California",$185
