restaurant_name,restaurant_url,menu_type,name,description,price
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,ROASTED BEETS,"WALNUT VINAIGRETTE, CAMBOZOLA, BACON LARDON, BAGUETTE CHIPS, FRISÈE",$21
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,FALKLAND ISLAND SEA BASS,"MISO GLAZED SEA BASS, BOK CHOY, SHIITAKE MUSHROOMS, CRISPY WASABI",$55
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,RABBIT RAGOUT,"BRAISED SPANISH RABBIT, CRESTE DI GALLO PASTA, LOCAL OYSTER MUSHROOM, PANCETTA, BABY SPINACH, MARSALA CREAM, TRUFFLE PECORINO",$49
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,ROASTED CHICKEN,"SEMI-BONELESS LOCAL CHICKEN, CELERIAC PURÈE, BLUE OYSTER MUSHROOM, MARSALA PAN SAUCE, SHOESTRING POTATO",$42
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,PORK CHOP SCARPARIELLO,"SWEET ITALIAN SAUSAGE, PROSCIUTTO, CHERRY PEPPER VINEGAR SAUCE, CRISPY ROSEMARY POTATOES, FRESH BASIL",$59
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,STREET NOODLE,"YAKISOBA NOODLES, SHRIMP, CHAR SIU, PORK BELLY, NAPA CABBAGE, FARM EGG, PEANUTS, SRIRACHA AIOLI",$42
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,PRIME FILET MIGNON,"GORGONZOLA BUTTER, GARLICKY SPINACH, CRISPY ONIONS, RED ONION MARMALADE, ROASTED GARLIC DEMI",$79
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,12 OZ KING CUT,,$110
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,ROASTED SWEET POTATO,"PISTACHIO BUTTER, TOASTED SESAME & HAZELNUT DUKKAH",$14
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,PARMESAN FRIES,"FANCY SAUCE, KETCHUP",$14
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,BROCCOLI RABE,"CHERRY PEPPERS, TOASTED GARLIC",$14
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"PROSECCOo Extra DRY NV, LAMBERTI","(VENETO, ITALY)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CRÉMANT BRUT ROSÉ, GRATEIN & MEYER NV","(LOIRE VALLEY, FRANCE)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CHAMPAGNE BRUT, MOËT CHANDON 187ML","(CHAMPAGNE, FRANCE)",$30
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"PINOT GRIGIO, SAND POINT","(LODI, CALIFORNIA)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"PINOT GRIGIO, SANTA MARGHERITA","(ALTO-ADIGE, ITALY)",$20
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"SAUVIGNON BLANC, SAINT CLAIR, DILLONS POINT","(MARLBOROUGH, NEW ZEALAND)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"SANCERRE, DOMAINE RAFFAITIN-PLANCHON","(LOIRE VALLEY, FRANCE)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"RIESLING, SILVER THREAD","(FINGER LAKES, NEW YORK)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CHARDONNAY, MACON VILLAGES, FAMILLE VINCENT","(BURGUNDY, FRANCE)",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CHARDONNAY, LINDQUIST","(SANTA MARIA VALLEY, CaliforNIA)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CHARDONNAY, SONOMA CUTRER, RUSSIAN RIVER VALLEY","(NAPA VALLEY, CALIFORNIA)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"ROSÉ, CHATEAU D'ESCLANS, THE BEACH, WHISPERING ANGEL ROSÈ","(PROVENCE, FRANCE)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"PINOT NOIR, ENVOY TWO MESSENGERS","(SANTA BARBARA COUNTY, CALIFORNIA)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"TEMPRANILLO, PIRATAS DEL EBRO, “CHATXO”","(RIOJA, ALAVESA, SPAIN)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"MONTEPULCIANO D'ABRUZZO, BARONE CORNACCHIA “VIGNA LE COSTE”","(ABRUZZO, ITALY)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CHIANTI CLASSICO, TERRAROSA FATTORIE MELINI","(TUSCANY, ITALY)",$17
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"MALBEC, CLOS LA COUTALE","(CAHORS, FRANCE)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"MERLOT, DUCKHORN VINEYARDS","(NAPA VALLEY, CALIFORNIA)",$25
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"BORDEAUX, C7, CLOS DE LOS SIETE","(MENDOZA, ARGENTINA)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CABERNET SAUVIGNON, CENTERED","(NAPA VALLEY, CALIFORNIA)",$18
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CABERNET SAUVIGNON, CAYMUS","(NAPA VALLEY, CALIFORNIA)",$45
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,"CABERNET SAUVIGNON, MARTIS","(ALEXANDER VALLEY, SONOMA COUNTY)",$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,HOUSE-MADE SANGRIA- RED OR WHITE,,$16
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,15 CHURCH COCKTAIL,"ELDERLOWER LIQUEUR, POMEGRANATE
LIQUEUR, PROSECCO, POMEGRANATE
ARILS, CRUSHED ICE",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,BURKE'S LEMONADE,"BELVEDERE, LEMON JUICE,
RASPBERRY SYRUP, TOPPED WITH
SELTZER",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,BLOOD ORANGE MARGARITA,"LALO BLANCO, GIFFARD CURAÇAO, LIME
JUICE, BLOOD ORANGE PURÉE, SALT RIM",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,CHAMPAGNE MOJITO,"EL DORADO 3YR WHITE RUM, FRESH
MINT, LIME JUICE, SIMPLE SYRUP,
TOPPED WITH PROSECCO",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,15/10 OLD FASHIONED,"WIDOW JANE 10 YEAR BOURBON, GREEN
CHARTREUSE, DOLIN GENEPY, HONEY
SYRUP, HOUSE BITTERS, MINT",$20
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,NAKED & FAMOUS,"UNION MEZCAL, LIME JUICE, YELLOW
CHARTREUSE, APEROL",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,SAZERAK,"BULLEIT RYE, ABSINTHE, DEMERARA
SUGAR, PEYCHAUDES BITTERS",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,DON CORAJILLO,"DON JULIO REPOSADO, LIQUOR 43,
ESPRESSo",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,STRAWBERRY FIELDS,"KETTLE ONE VODKA, FRESH
STRAWBERRY PUREE, APEROL, LEMON
JUICE, TRIPLE SEC, BASIL",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,GREY HORSE,"GREY WHALE GIN, GREEN
CHARTREUSE, DOLIN GENEPY,
PINEAPPLE, SIMPLE, LIME JUICE",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,WILEY COYOTE,"HENNESSEY, KALUA, COCO LOPEZ,
AMARETTO, BAILEYS, COLA SPRITZ",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,VIRGIN MOJITO,"FRESH LIME, FRESH MINT, SIMPLE
SYRUP,SELTZER",$8
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,No VICE,"CRUSHED ICE, STRAWBERRY SYRUP, LIME,
CREAM OF COCONUT, MINT",$8
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,RASPBERRY LEMONADE,,$8
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,FEVER TREE GINGER BEER,,$8
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,FENTIMANS ROSE LEMONADE,,$8
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,SPRECHER ROOT BEER,,$8
15 Church Restaurant,https://www.15churchrestaurant.com/,Dinner Menu,HOUSE-MADE LIME SODA,,$8
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,CHOCOLATE LAYER CAKE FOR Two,"CHOCOLATE MASCARPONE MOUSSE,
CHOCOLATE BUTTERCREAM,
PEANUT BRITTLE HONEYCOMB CANDY",$25
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,VANILLA CUSTARD TRIFLE,"HONEY PHYLLO CAKE,
BISCOFF BROWN BUTTER CRUMBLE",$15
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,ZEPPOLES,"CINNAMON DUSTED RICOTTA
DOUGHNUTS, VANILLA CUSTARD &
SALTED CARAMEL SAUCE",$15
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,ITALIAN Butter CAKE,"FIOR DI LATTE GELATO, AMARENA
CHERRY, AMARETTI COOKIE",$15
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,IRISH COFFEE,"BRULÉED SUGAR CUBES,
JAMESON IRISH WHISKEY, FRESH
COFFEE, FRESH WHIPPED CREAM",$15
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,15 CHURCH ESPRESSO MARTINIS,"DARK:
FRESH ESPRESSO, VANILLA VODKA,
KAHLUA, GOSLING'S DARK RUM,
DEMERARA SIMPLE, ANGOSTURA
BITTERS
LIGHT:
FRESH ESPRESSO, VANILLA VODKA,
KAHLUA, BAILEY'S IRISH CREAM",$19
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,CHOCOLATE LAYER CAKE FOR Two,"CHOCOLATE MASCARPONE MOUSSE,
CHOCOLATE BUTTERCREAM,
PEANUT BRITTLE HONEYCOMB CANDY",$25
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,VANILLA CUSTARD TRIFLE,"HONEY PHYLLO CAKE,
BISCOFF BROWN BUTTER CRUMBLE",$15
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,ZEPPOLES,"CINNAMON DUSTED RICOTTA
DOUGHNUTS, VANILLA CUSTARD &
SALTED CARAMEL SAUCE",$15
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,ITALIAN Butter CAKE,"FIOR DI LATTE GELATO, AMARENA
CHERRY, AMARETTI COOKIE",$15
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,IRISH COFFEE,"BRULÉED SUGAR CUBES,
JAMESON IRISH WHISKEY, FRESH
COFFEE, FRESH WHIPPED CREAM",$15
15 Church Restaurant,https://www.15churchrestaurant.com/,Dessert Menu,15 CHURCH ESPRESSO MARTINIS,"DARK:
FRESH ESPRESSO, VANILLA VODKA,
KAHLUA, GOSLING'S DARK RUM,
DEMERARA SIMPLE, ANGOSTURA
BITTERS
LIGHT:
FRESH ESPRESSO, VANILLA VODKA,
KAHLUA, BAILEY'S IRISH CREAM",$19
